,GELID,lat,lon,dep,e,n,z,azi1,dip1,sig1,azi2,dip2,sig2,azi3,dip3,sig3,NP,NS,CLID,LT,ML,SEDID,DateTime,Mw
380,Main03424,47.58376,7.59457,4382,68.8,-259.1,28.0,54.7,-3.1,3.1,325.1,8.2,4.9,304.2,-81.2,8.4,5,5,CL032,DG,,------,2006-12-06 03:10:41,0.6
381,Main03428,47.58658,7.59275,4562,-68.7,54.2,208.0,56.0,-1.7,3.0,326.5,14.3,4.5,319.6,-75.6,6.0,6,6,CL022,DG,,------,2006-12-06 03:12:55,0.6
382,Main03432,47.58658,7.59255,4366,-83.8,54.2,12.0,55.1,2.6,3.2,325.4,-7.8,6.9,126.7,-81.8,8.9,5,5,CL002,DG,,------,2006-12-06 03:16:31,0.7
383,Main03433,47.58657,7.5925199999999995,4371,-86.0,53.1,17.0,57.0,1.4,3.2,328.0,-35.6,6.7,145.1,-54.3,8.5,6,6,CL002,DG,,------,2006-12-06 03:16:39,0.7
384,Main03441,47.5846,7.5949100000000005,4567,94.2,-165.6,213.0,57.4,-5.0,2.9,330.2,29.1,4.4,318.5,-60.3,5.6,6,6,CL106,DG,,------,2006-12-06 03:21:06,0.8
385,Main03442,47.586059999999996,7.5921899999999996,4358,110.7,-3.7,4.0,46.6,1.1,2.9,316.5,8.8,3.9,323.6,-81.1,6.6,5,5,CL202,DG,,------,2006-12-06 03:21:29,0.5
386,Main03451,47.58636,7.59391,4027,18.6,29.9,-327.0,61.1,0.6,3.1,331.8,-50.0,5.8,150.5,-40.0,7.4,6,6,CL009,DG,,------,2006-12-06 03:29:16,0.9
387,Main03456,47.58717,7.59253,4107,-85.4,119.8,-247.0,55.7,-3.7,2.9,325.2,-7.6,4.5,171.2,-81.5,8.1,5,5,CL102,DG,,------,2006-12-06 03:32:47,0.6
388,Main03466,47.586040000000004,7.592280000000001,4340,104.0,-5.9,-14.0,213.4,8.7,3.3,125.3,-12.3,4.4,268.8,-74.9,7.5,3,4,CL077,DG,,------,2006-12-06 03:38:46,0.2
389,Main03473,47.58613,7.5939,4072,17.9,4.4,-282.0,57.7,-0.8,3.0,327.2,-30.5,6.8,149.0,-59.5,10.3,5,5,CL031,DG,,------,2006-12-06 03:45:01,0.8
390,Main03476,47.58397,7.59474,4353,81.5,-235.7,-1.0,4.8,4.7,15.4,273.7,12.9,20.1,294.5,-76.3,28.2,31,43,CL199,DD,,------,2006-12-06 03:46:23,0.8
391,Main03479,47.58517,7.59276,4408,-67.7,-102.6,54.0,46.9,-6.0,3.0,314.1,-24.9,5.3,149.5,-64.3,8.8,4,4,CL105,DG,,------,2006-12-06 03:48:03,0.4
392,Main03481,47.58655,7.59368,4452,1.2,51.0,98.0,54.3,-11.9,5.1,316.9,-31.5,7.2,162.4,-55.8,12.7,5,5,CL076,DG,,------,2006-12-06 03:48:46,0.6
393,Main03485,47.58739,7.59214,4180,114.8,144.2,-174.0,53.8,-1.8,3.1,323.3,-15.9,4.4,150.0,-74.0,6.5,6,6,CL094,DG,,------,2006-12-06 03:50:11,0.6
394,Main03520,47.5855,7.594110000000001,4492,33.8,-65.7,138.0,53.7,-6.8,2.8,326.3,20.9,4.3,306.7,-67.9,7.0,4,5,CL029,DG,,------,2006-12-06 04:16:52,0.6
395,Main03526,47.58534,7.59403,4321,27.8,-83.5,-33.0,45.4,2.1,3.2,135.4,2.4,4.2,94.1,-86.9,5.5,6,6,CL180,DG,,------,2006-12-06 04:20:18,0.8
396,Main03527,47.5863,7.59235,4347,-98.8,23.0,-7.0,42.6,-4.4,2.8,314.0,17.2,3.9,298.6,-72.2,5.2,6,6,CL073,DG,,------,2006-12-06 04:22:59,1.4
397,Main03533,47.5841,7.59435,4627,52.2,-221.3,273.0,38.9,-5.3,3.1,311.0,21.7,4.4,295.9,-67.6,5.0,6,6,CL036,DG,,------,2006-12-06 04:27:55,0.6
398,Main03536,47.58728,7.5917,4364,147.9,131.9,10.0,43.9,-0.6,3.1,314.1,17.4,4.1,312.0,-72.6,6.6,6,6,CL217,DG,,------,2006-12-06 04:29:46,0.5
399,Main03542,47.583709999999996,7.594589999999999,4379,70.3,-264.6,25.0,46.5,-1.3,3.2,316.7,5.8,4.9,304.0,-84.1,8.3,5,5,CL032,DG,,------,2006-12-06 04:34:22,0.6
400,Main03557,47.58607,7.59302,4535,-48.3,-2.4,181.0,50.1,-7.8,2.7,324.1,26.7,4.3,305.1,-62.0,5.3,6,6,CL020,DG,,------,2006-12-06 04:44:55,0.6
401,SED000025,47.58617,7.59245,4407,-91.2,8.6,53.0,30.6,0.2,27.1,300.5,27.1,36.1,301.0,-62.9,46.6,100,79,---,DD,1.0,SED025,2006-12-06 04:46:51,
402,Main03563,47.58542,7.593610000000001,4423,-3.8,-74.6,69.0,48.2,-3.4,2.8,319.4,20.0,4.9,308.8,-69.7,6.6,6,6,CL012,DG,,------,2006-12-06 04:48:17,0.7
403,Main03565,47.58526,7.59355,4469,-8.3,-92.4,115.0,20.3,9.4,11.9,108.7,-9.4,18.4,334.5,-76.7,24.8,54,58,CL330,DD,,------,2006-12-06 04:49:46,0.7
404,Main03570,47.585390000000004,7.59346,4476,-15.1,-78.0,122.0,51.4,-6.0,2.7,324.5,26.9,4.5,309.9,-62.4,5.7,6,6,CL013,DG,,------,2006-12-06 04:54:39,1.1
405,Main03578,47.58466,7.594639999999999,4201,73.9,-159.0,-153.0,53.2,1.3,3.1,323.7,-20.9,4.8,139.8,-69.0,9.4,4,6,CL004a,DG,,------,2006-12-06 05:01:14,0.8
406,Main03582,47.5847,7.59455,4176,67.1,-154.5,-178.0,59.6,2.5,3.1,330.2,-14.3,4.8,139.9,-75.4,8.8,6,6,CL004a,DG,,------,2006-12-06 05:03:05,0.7
407,Main03585,47.5844,7.594689999999999,4160,77.7,-187.9,-194.0,47.4,0.6,3.2,317.5,-16.7,5.3,135.5,-73.3,9.8,2,4,CL004a,DG,,------,2006-12-06 05:04:16,0.6
408,Main03591,47.58558,7.5937,4426,2.9,-56.8,72.0,59.6,-4.9,2.8,331.1,17.3,4.4,314.2,-72.0,5.9,6,6,CL007b,DG,,------,2006-12-06 05:08:52,1.2
409,Main03593,47.58597,7.5933,4401,-27.2,-13.5,47.0,49.5,-1.8,2.8,319.7,6.7,4.1,304.9,-83.0,5.1,6,6,CL005,DG,,------,2006-12-06 05:09:33,0.9
410,Main03597,47.58676,7.591310000000001,4469,177.1,74.0,115.0,0.5,14.0,34.5,94.3,14.9,44.2,49.1,-69.3,56.3,70,46,---,DD,1.2,SED026,2006-12-06 05:10:21,1.5
411,Main03623,47.58549,7.59382,4148,12.0,-66.8,-206.0,232.5,8.9,2.7,144.4,-11.8,3.8,286.3,-75.1,5.7,6,6,CL023,DG,,------,2006-12-06 05:29:10,0.8
412,Main03630,47.58672,7.59313,4254,-40.2,69.9,-100.0,29.5,0.8,10.6,299.3,14.8,16.1,302.4,-75.1,21.2,58,61,CL214,DD,1.7,SED027,2006-12-06 05:34:31,2.0
413,Main03635,47.586890000000004,7.591819999999999,4523,138.8,88.6,169.0,40.0,-8.1,3.6,128.4,11.1,5.3,165.4,-76.2,7.4,6,6,CL043,DG,,------,2006-12-06 05:36:31,0.6
414,Main03638,47.58453,7.5948899999999995,4578,92.7,-173.4,224.0,60.5,-4.8,2.9,332.9,26.0,4.6,320.7,-63.5,5.3,6,6,CL106,DG,,------,2006-12-06 05:40:13,0.8
415,Main03662,47.58749,7.59208,4179,119.3,155.3,-175.0,55.0,-2.5,3.3,324.5,-10.4,4.4,158.4,-79.3,6.8,6,6,CL094,DG,,------,2006-12-06 05:59:27,0.7
416,Main03668,47.5838,7.5945100000000005,4392,64.3,-254.6,38.0,48.6,-3.1,3.1,319.2,10.7,4.6,302.7,-78.8,8.8,5,5,CL032,DG,,------,2006-12-06 06:05:38,0.7
417,Main03672,47.58566,7.59346,4536,-15.1,-48.0,182.0,235.4,11.7,2.9,149.2,-17.5,4.8,293.3,-68.7,7.6,5,6,CL020,DG,,------,2006-12-06 06:08:33,0.7
418,Main03681,47.58534,7.59307,4360,-44.4,-83.6,6.0,96.4,23.9,18.9,37.4,-49.2,22.1,171.1,-30.8,37.6,56,45,CL080,DD,,------,2006-12-06 06:13:58,1.1
419,Main03687,47.5855,7.5945100000000005,4312,63.9,-65.6,-42.0,55.2,1.5,3.3,326.4,-37.5,7.2,143.2,-52.5,11.5,4,4,CL030,DG,,------,2006-12-06 06:17:35,0.6
420,Main03688,47.58552,7.59532,4078,124.8,-63.2,-276.0,38.9,-12.1,17.1,298.2,-40.8,26.1,142.0,-46.7,35.4,47,44,CL295,DD,,------,2006-12-06 06:18:08,0.7
421,Main03689,47.58409,7.5944,4628,55.9,-222.4,274.0,222.4,11.9,3.3,137.0,-20.6,4.5,104.3,65.9,5.0,6,6,CL036,DG,,------,2006-12-06 06:19:35,1.1
422,Main03692,47.58806,7.59248,4393,-89.4,218.7,39.0,55.0,-9.7,2.9,329.2,23.1,4.4,303.8,-64.8,7.1,5,6,CL270,DG,,------,2006-12-06 06:22:16,0.8
423,Main03693,47.58668,7.5930100000000005,4403,-49.2,65.4,49.0,62.8,-13.5,3.2,151.3,6.0,6.4,217.8,-75.2,9.2,4,5,CL114,DG,,------,2006-12-06 06:22:31,0.8
424,Main03705,47.58489,7.5938,4532,10.6,-133.5,178.0,61.1,-10.1,2.8,155.7,-24.0,6.8,310.1,-63.7,7.3,6,6,CL046,DG,,------,2006-12-06 06:36:03,0.9
425,Main03710,47.58558,7.59506,4115,105.3,-56.6,-239.0,47.6,-8.1,2.8,320.5,19.5,4.5,296.2,-68.7,7.5,5,6,CL038,DG,,------,2006-12-06 06:40:59,0.8
426,Main03721,47.58494,7.5958,4194,161.1,-127.7,-160.0,52.7,-12.8,13.3,315.1,-30.2,23.6,162.9,-56.6,31.7,42,40,CL128,DD,,------,2006-12-06 06:48:33,0.9
427,Main03742,47.585609999999996,7.594130000000001,4266,35.3,-53.4,-88.0,54.2,-9.1,2.8,141.1,18.8,4.7,168.8,-69.0,5.7,6,6,CL119,DG,,------,2006-12-06 07:03:38,1.1
428,Main03755,47.5857,7.59355,4360,-8.4,-43.5,6.0,49.2,4.1,3.1,139.2,-0.5,4.1,42.6,-85.9,6.4,6,6,CL081,DG,,------,2006-12-06 07:12:23,0.8
429,Main03766,47.58598,7.593369999999999,4389,-22.0,-12.4,35.0,57.7,-11.9,2.8,318.2,-37.9,4.9,162.0,-49.6,6.4,6,6,CL116,DG,,------,2006-12-06 07:18:19,1.0
430,Main03772,47.58655,7.592560000000001,4363,-83.0,50.9,9.0,54.7,2.6,3.3,325.5,-18.0,6.6,136.9,-71.8,9.0,5,5,CL002,DG,,------,2006-12-06 07:21:20,0.8
431,Main03773,47.58571,7.593780000000001,4407,8.9,-42.4,53.0,50.1,-1.6,3.0,320.7,20.0,4.6,315.6,-70.0,6.3,6,6,CL011,DG,,------,2006-12-06 07:24:07,0.8
432,Main03774,47.58648,7.59236,4418,-98.0,43.0,64.0,51.7,-14.8,2.9,142.1,-1.3,4.2,237.0,-75.1,6.8,4,6,CL008,DG,,------,2006-12-06 07:24:35,0.7
433,Main03793,47.58661,7.5926100000000005,4565,-79.3,57.5,211.0,50.2,-8.0,3.3,322.6,17.1,4.4,296.0,-71.0,6.9,5,6,CL022,DG,,------,2006-12-06 07:36:41,0.8
434,Main03804,47.58509,7.594239999999999,4116,43.7,-111.2,-238.0,52.2,-9.8,2.7,143.7,-8.7,3.9,274.7,-76.8,5.2,6,6,CL171,DG,,------,2006-12-06 07:44:01,0.9
435,Main03806,47.58632,7.593939999999999,4029,20.8,25.5,-325.0,58.2,-0.6,3.0,327.6,-45.1,6.0,148.8,-44.9,7.8,6,6,CL009,DG,,------,2006-12-06 07:47:04,0.9
436,Main03818,47.58528,7.593139999999999,4373,-39.1,-90.3,19.0,68.5,-7.2,3.2,333.7,-33.5,5.6,169.1,-55.5,6.8,6,6,CL080,DG,,------,2006-12-06 07:54:37,0.8
437,Main03825,47.5872,7.5929199999999994,4309,-56.1,123.2,-45.0,45.6,3.3,3.1,314.5,18.7,4.3,325.2,-71.0,7.6,6,6,CL049,DG,,------,2006-12-06 07:59:38,0.7
438,Main03828,47.585159999999995,7.59439,4144,54.9,-103.4,-210.0,44.2,-2.7,2.8,314.7,12.0,4.4,301.7,-77.6,6.9,5,6,CL021,DG,,------,2006-12-06 08:02:28,0.7
439,Main03837,47.58748,7.59247,4246,-90.0,154.3,-108.0,63.7,-8.0,2.9,335.5,12.7,3.8,302.4,-75.0,5.9,6,6,CL115,DG,,------,2006-12-06 08:05:00,0.9
440,Main03842,47.5873,7.59183,4390,138.1,134.1,36.0,45.1,0.1,3.1,315.0,8.9,4.4,315.9,-81.1,6.3,6,6,CL078,DG,,------,2006-12-06 08:10:31,0.7
441,Main03844,47.58461,7.59492,4567,94.9,-164.5,213.0,59.1,-7.0,2.8,332.9,27.9,4.6,316.3,-61.1,5.5,6,6,CL106,DG,,------,2006-12-06 08:13:06,0.8
442,Main03846,47.58705,7.59312,4233,-41.0,106.5,-121.0,56.5,-4.3,13.7,319.0,-60.1,23.6,148.9,-29.6,56.7,52,48,CL324,DD,,------,2006-12-06 08:14:36,0.8
443,Main03857,47.58696,7.59178,4521,141.8,96.3,167.0,41.4,-9.9,3.7,308.6,-15.4,5.5,163.1,-71.5,7.7,6,6,CL043,DG,,------,2006-12-06 08:22:42,0.7
444,Main03862,47.58514,7.5935,4293,-12.0,-105.8,-61.0,34.6,-0.6,2.9,304.7,10.1,4.1,301.0,-79.9,6.4,4,4,CL101,DG,,------,2006-12-06 08:24:24,0.7
445,Main03863,47.58413,7.59437,4631,53.7,-218.0,277.0,41.2,-5.0,3.4,314.1,30.5,4.4,302.8,-59.0,5.3,6,6,CL036,DG,,------,2006-12-06 08:24:39,0.9
446,Main03866,47.58613,7.59393,4073,20.1,4.4,-281.0,54.5,-2.3,3.4,323.4,-25.6,8.1,149.4,-64.2,13.0,4,4,CL031,DG,,------,2006-12-06 08:26:03,0.7
447,Main03874,47.58594,7.59333,4401,-25.0,-16.9,47.0,52.9,-5.4,2.6,143.1,-1.9,4.0,252.5,-84.2,5.2,6,6,CL005,DG,,------,2006-12-06 08:34:34,0.8
448,Main03877,47.58654,7.59249,4370,-88.3,49.7,16.0,56.9,0.6,3.3,327.1,-14.3,6.6,144.5,-75.7,9.6,5,5,CL002,DG,,------,2006-12-06 08:38:32,0.6
449,Main03882,47.58501,7.59426,4122,45.2,-120.1,-232.0,40.9,-1.0,3.0,311.0,4.6,4.3,299.1,-85.3,6.9,4,4,CL171,DG,,------,2006-12-06 08:42:50,0.7
450,Main03887,47.58367,7.59518,4274,114.7,-269.0,-80.0,61.1,-3.4,3.8,328.9,-33.8,5.9,156.1,-56.0,6.5,6,6,CL003a,DG,,------,2006-12-06 08:47:25,0.8
451,Main03891,47.58545,7.593430000000001,4465,-17.3,-71.3,111.0,55.3,-4.0,3.0,321.8,-41.4,6.2,149.8,-48.3,7.3,6,6,CL034,DG,,------,2006-12-06 08:48:08,0.8
452,Main03892,47.58667,7.593039999999999,4398,-46.9,64.3,44.0,67.7,-15.3,3.3,155.0,10.0,6.7,212.9,-71.6,8.9,5,5,CL114,DG,,------,2006-12-06 08:48:27,0.8
453,Main03894,47.58439,7.594689999999999,4168,77.7,-189.0,-186.0,55.1,0.9,3.2,325.7,-31.1,7.9,143.7,-58.9,9.2,2,4,CL004a,DG,,------,2006-12-06 08:50:37,0.6
454,Main03922,47.584140000000005,7.59437,4633,53.7,-216.8,279.0,60.0,8.7,16.7,357.6,-71.6,20.1,147.5,-16.0,31.4,75,68,CL036,DD,,------,2006-12-06 09:17:34,1.3
455,Main03941,47.58507,7.59362,4306,-3.0,-113.5,-48.0,75.6,-22.0,18.8,72.8,-28.7,23.6,297.3,-52.5,42.8,66,64,CL351,DD,,------,2006-12-06 09:29:20,0.8
456,Main03961,47.58634,7.592910000000001,4355,-56.6,27.6,1.0,56.8,-3.8,3.2,318.7,-64.6,8.7,148.6,-25.1,21.4,5,5,CL039,DG,,------,2006-12-06 09:40:12,0.7
457,Main03963,47.58572,7.5937399999999995,4405,5.9,-41.3,51.0,50.8,-3.4,2.9,321.7,14.7,4.5,308.1,-74.9,6.6,6,6,CL011,DG,,------,2006-12-06 09:41:17,0.6
458,Main03985,47.58555,7.59514,4099,111.3,-59.9,-255.0,48.0,-6.3,3.0,319.7,15.0,4.5,295.9,-73.7,7.4,6,6,CL038,DG,,------,2006-12-06 09:59:37,0.8
459,Main03994,47.58447,7.59468,4181,76.9,-180.1,-173.0,52.3,0.7,3.2,322.5,-16.5,5.1,140.1,-73.5,9.0,3,4,CL004a,DG,,------,2006-12-06 10:05:40,0.6
460,Main04013,47.585,7.59353,4291,-9.7,-121.3,-63.0,52.5,-5.2,2.6,142.6,-1.2,4.1,245.3,-84.6,5.2,6,6,CL101,DG,,------,2006-12-06 10:18:01,0.9
461,Main04025,47.58558,7.59495,4115,97.0,-56.6,-239.0,45.8,-3.2,2.8,317.1,22.4,4.6,308.1,-67.3,6.8,4,5,CL038,DG,,------,2006-12-06 10:28:13,0.8
462,Main04028,47.5851,7.59351,4288,-11.2,-110.2,-66.0,58.3,-6.5,2.8,148.8,-4.3,4.0,271.7,-82.2,4.8,6,6,CL101,DG,,------,2006-12-06 10:29:36,1.0
463,Main04030,47.583659999999995,7.5951699999999995,4280,114.0,-270.1,-74.0,52.1,-6.9,3.9,327.1,36.0,6.9,312.8,-53.1,9.5,4,5,CL003a,DG,,------,2006-12-06 10:30:56,0.8
464,Main04046,47.58517,7.59285,4411,-60.9,-102.5,57.0,95.9,0.8,18.0,6.9,-51.9,22.0,185.3,-38.1,35.9,65,45,CL105,DD,,------,2006-12-06 10:43:41,1.2
465,Main04049,47.587070000000004,7.59155,4497,159.1,108.5,143.0,45.5,-9.7,3.6,137.0,-8.8,6.7,268.5,-76.9,9.7,5,5,CL043,DG,,------,2006-12-06 10:44:32,0.6
466,Main04057,47.58732,7.5921199999999995,4429,116.3,136.4,75.0,58.6,4.9,3.7,331.0,-26.0,7.3,138.7,-63.5,10.4,3,4,CL027,DG,,------,2006-12-06 10:51:52,0.8
467,Main04060,47.58654,7.59253,4366,-85.3,49.7,12.0,53.7,0.9,3.2,323.4,18.0,7.9,326.5,-72.0,10.7,5,5,CL002,DG,,------,2006-12-06 10:53:32,0.8
468,Main04062,47.58702,7.5918399999999995,4394,137.3,103.0,40.0,24.4,0.2,11.5,294.4,7.2,17.6,295.6,-82.8,23.0,54,62,CL146,DD,,------,2006-12-06 10:53:59,1.1
469,Main04083,47.5866,7.592689999999999,4558,-73.3,56.4,204.0,54.1,0.7,3.0,323.9,16.5,4.8,326.6,-73.4,6.2,6,6,CL022,DG,,------,2006-12-06 11:06:14,0.8
470,Main04085,47.58723,7.59293,4309,-55.3,126.5,-45.0,49.5,2.5,3.2,318.6,20.2,4.6,326.2,-69.6,7.8,6,6,CL049,DG,,------,2006-12-06 11:07:26,0.6
471,Main04087,47.58656,7.59191,4386,131.9,51.9,32.0,15.8,2.5,11.9,285.3,12.0,18.0,297.5,-77.8,21.2,90,57,CL083,DD,1.0,SED028,2006-12-06 11:09:31,1.4
472,Main04089,47.58433,7.59483,4163,88.2,-195.6,-191.0,45.0,-1.5,3.0,314.6,-16.4,5.3,140.2,-73.5,9.2,3,4,CL004a,DG,,------,2006-12-06 11:10:33,0.6
473,Main04095,47.58546,7.5945800000000006,4309,69.2,-70.0,-45.0,56.3,1.1,3.3,327.9,-56.2,8.2,145.6,-33.7,13.7,3,4,CL030,DG,,------,2006-12-06 11:16:48,0.6
474,Main04099,47.58489,7.59592,4161,170.1,-133.2,-193.0,53.3,-5.4,2.4,324.3,10.9,4.0,297.6,-77.8,5.7,5,5,CL353,DG,,------,2006-12-06 11:19:25,0.7
475,Main04114,47.587579999999996,7.59272,4218,-71.2,165.4,-136.0,67.7,-9.7,40.0,74.5,-18.4,44.4,284.2,-69.1,50.1,73,52,---,DD,1.3,SED029,2006-12-06 11:29:47,1.6
476,Main04123,47.58469,7.5940199999999995,4336,27.2,-155.7,-18.0,47.7,-0.9,2.9,317.9,15.5,4.3,314.3,-74.5,6.2,6,6,CL162,DG,,------,2006-12-06 11:32:22,0.9
477,Main04127,47.58634,7.59232,4347,101.0,27.5,-7.0,48.8,-6.1,2.6,139.9,-10.3,4.1,288.6,-78.0,5.1,6,6,CL073,DG,,------,2006-12-06 11:34:31,0.9
478,Main04129,47.58545,7.59427,4128,45.9,-71.2,-226.0,32.5,-16.4,3.7,124.3,-6.0,4.2,233.7,-72.5,6.2,5,5,CL061,DG,,------,2006-12-06 11:35:50,0.5
479,Main04132,47.586240000000004,7.592960000000001,4390,-52.9,16.5,36.0,42.7,2.2,3.1,312.4,6.2,4.3,332.3,-83.4,6.5,6,6,CL064,DG,,------,2006-12-06 11:37:54,0.7
480,Main04145,47.58409,7.59444,4630,58.9,-222.4,276.0,45.4,-9.2,3.3,138.1,-16.3,4.5,287.0,-71.1,5.2,6,6,CL036,DG,,------,2006-12-06 11:44:07,1.1
481,Main04158,47.58605,7.59255,3942,-83.7,-4.7,-412.0,87.0,-52.2,30.8,231.4,23.7,45.9,154.7,-27.6,47.0,35,21,CL233,DD,,------,2006-12-06 11:50:35,1.2
482,Main04159,47.585370000000005,7.5938300000000005,4074,12.8,-80.1,-280.0,57.9,-2.6,3.2,326.6,-25.9,6.1,153.1,-63.9,7.7,5,5,CL137,DG,,------,2006-12-06 11:52:03,0.7
483,Main04162,47.584340000000005,7.59484,4165,89.0,-194.5,-189.0,44.5,-1.4,3.2,314.0,-18.9,5.0,138.5,-71.1,9.3,3,4,CL004a,DG,,------,2006-12-06 11:54:29,0.6
484,Main04165,47.58477,7.59422,4273,42.2,-146.8,-81.0,67.0,-3.5,3.4,337.3,5.6,4.1,304.7,-83.4,6.8,6,5,CL203,DG,,------,2006-12-06 11:55:11,0.8
485,Main04171,47.586420000000004,7.59151,4424,162.0,36.3,70.0,42.1,-1.6,3.0,312.3,7.2,4.0,299.9,-82.6,5.4,6,6,CL113,DG,,------,2006-12-06 11:59:47,0.8
486,Main04172,47.585440000000006,7.59345,4465,-15.8,-72.4,111.0,56.6,-4.5,3.1,321.8,-46.6,6.1,150.8,-43.0,7.7,6,6,CL034,DG,,------,2006-12-06 12:00:23,0.6
487,Main04175,47.58569,7.59288,4442,-58.8,-44.7,88.0,54.8,-9.4,2.7,146.0,-7.5,4.2,274.1,-77.9,6.2,5,5,CL306,DG,,------,2006-12-06 12:02:49,0.9
488,Main04178,47.58736,7.592110000000001,4427,117.0,140.9,73.0,55.0,2.4,3.9,325.8,-20.4,7.6,138.5,-69.4,10.0,3,4,CL027,DG,,------,2006-12-06 12:05:24,0.5
489,Main04197,47.58804,7.5925,4399,-87.9,216.5,45.0,235.2,12.5,2.9,150.0,-20.3,4.3,295.5,-65.9,7.6,5,6,CL270,DG,,------,2006-12-06 12:15:00,0.8
490,Main04234,47.5853,7.59373,4375,5.3,-88.0,21.0,43.7,-2.4,2.9,314.6,21.1,4.7,307.4,-68.8,6.4,6,6,CL012,DG,,------,2006-12-06 12:33:33,0.7
491,Main04235,47.58558,7.593610000000001,4424,-3.8,-56.8,70.0,59.7,-6.8,2.8,332.1,19.2,4.4,311.1,-69.5,6.0,6,6,CL007b,DG,,------,2006-12-06 12:34:28,1.2
492,Main04236,47.585159999999995,7.59353,4284,-9.7,-103.5,-70.0,58.1,-5.1,2.8,329.2,11.9,4.0,305.4,-77.1,5.0,6,6,CL101,DG,,------,2006-12-06 12:35:15,1.1
493,Main04242,47.58595,7.5933399999999995,4402,-24.2,-15.7,48.0,55.0,-4.2,2.8,144.8,2.9,4.1,200.4,-84.9,5.0,6,6,CL005,DG,,------,2006-12-06 12:38:03,0.8
494,Main04247,47.58507,7.59484,4197,88.8,-113.4,-157.0,46.4,-4.4,24.8,318.5,25.8,34.1,307.4,-63.8,49.1,76,73,---,DD,1.4,SED030,2006-12-06 12:42:59,1.6
495,Main04254,47.585679999999996,7.5937399999999995,4409,5.9,-45.7,55.0,47.9,-0.9,3.0,318.1,12.5,4.5,313.7,-77.5,6.7,6,6,CL011,DG,,------,2006-12-06 12:47:00,0.6
496,Main04259,47.58374,7.59457,4385,68.8,-261.3,31.0,51.8,-4.7,3.1,322.6,9.6,4.8,296.0,-79.3,7.7,6,6,CL032,DG,,------,2006-12-06 12:51:48,0.8
497,Main04262,47.58478,7.594869999999999,4081,91.1,-145.6,-273.0,51.7,-11.8,2.7,143.4,-7.8,3.7,266.2,-75.8,5.8,6,6,CL090,DG,,------,2006-12-06 12:53:20,0.7
498,Main04279,47.585029999999996,7.59355,4294,-8.2,-118.0,-60.0,19.0,8.6,13.3,108.8,-1.3,17.1,10.0,-81.2,22.0,60,56,CL101,DD,1.7,SED031,2006-12-06 13:05:02,1.9
499,Main04284,47.5861,7.59215,4362,113.8,0.8,8.0,52.4,-10.6,3.2,319.5,-15.1,5.0,176.1,-71.4,8.3,6,6,CL193,DG,,------,2006-12-06 13:06:47,0.8
500,Main04300,47.5875,7.5925,4245,-87.7,156.5,-109.0,64.6,-6.7,2.9,336.0,11.6,4.0,305.2,-76.6,5.8,6,6,CL115,DG,,------,2006-12-06 13:20:43,1.0
501,Main04310,47.58733,7.592160000000001,4425,113.3,137.5,71.0,51.8,-35.7,23.6,358.2,-21.4,29.8,112.6,-46.5,38.4,36,39,CL027,DD,,------,2006-12-06 13:34:27,0.7
502,Main04319,47.58569,7.59355,4362,-8.4,-44.6,8.0,42.5,5.4,3.2,132.0,-5.3,4.3,357.8,-82.4,6.6,6,6,CL081,DG,,------,2006-12-06 13:39:35,0.8
503,Main04323,47.587309999999995,7.59244,4209,-92.2,135.4,-145.0,206.9,11.6,3.8,119.0,-10.1,4.2,248.9,-74.5,6.1,5,5,CL290,DG,,------,2006-12-06 13:44:48,0.8
504,Main04327,47.58545,7.594310000000001,4128,48.9,-71.2,-226.0,28.6,4.8,11.3,297.5,12.6,15.1,319.0,-76.5,22.6,59,60,CL061,DD,,------,2006-12-06 13:48:09,1.0
505,Main04341,47.58497,7.59555,4166,142.3,-124.4,-188.0,51.1,-6.7,2.5,322.7,13.3,4.1,295.1,-75.0,6.0,5,5,CL337,DG,,------,2006-12-06 13:55:01,0.9
506,Main04384,47.585440000000006,7.59342,4464,-18.1,-72.4,110.0,55.6,12.4,17.3,341.1,-50.6,23.8,136.2,-36.7,35.9,41,57,CL034,DD,,------,2006-12-06 14:24:18,0.9
507,Main04387,47.58543,7.59362,4423,-3.0,-73.5,69.0,12.8,8.5,12.7,102.3,-3.2,20.1,351.7,-80.9,27.3,52,80,CL012,DD,,------,2006-12-06 14:25:54,1.0
508,Main04394,47.58616,7.593,4315,-49.8,7.6,-39.0,41.6,19.2,23.1,220.7,-69.6,39.4,149.3,6.8,61.9,45,53,CL289,DD,,------,2006-12-06 14:29:08,0.9
509,Main04399,47.5864,7.5939,4037,17.8,34.4,-317.0,57.8,-2.6,3.1,325.1,-46.3,5.6,150.3,-43.6,7.6,6,6,CL009,DG,,------,2006-12-06 14:30:45,0.7
510,Main04406,47.584109999999995,7.59439,4630,55.2,-220.2,276.0,32.4,-4.8,3.1,305.7,33.6,4.4,295.3,-55.9,5.3,6,6,CL036,DG,,------,2006-12-06 14:33:20,0.9
511,Main13488,47.58752,7.591710000000001,4315,147.2,158.6,-39.0,93.7,-9.3,29.1,99.8,-22.7,41.7,124.5,65.3,46.7,61,63,---,DD,1.0,SED032,2006-12-06 14:34:03,1.6
512,Main04424,47.58701,7.592110000000001,4308,117.0,101.9,-46.0,51.9,-0.8,3.0,322.0,7.0,4.0,315.8,-83.0,6.2,6,6,CL112,DG,,------,2006-12-06 14:44:43,1.1
