,GELID,lat,lon,dep,e,n,z,azi1,dip1,sig1,azi2,dip2,sig2,azi3,dip3,sig3,NP,NS,CLID,LT,ML,SEDID,DateTime,Mw
1441,Main10851,47.58551,7.59444,3749,58.6,-64.5,-605.0,71.4,4.3,12.8,343.8,-28.6,19.5,153.7,-61.0,36.1,68,57,CL122,DD,,------,2006-12-08 13:46:14,0.9
1442,Main10852,47.5838,7.594189999999999,4820,40.2,-254.7,466.0,47.2,0.8,3.1,316.9,25.0,5.1,318.9,-65.0,6.7,6,6,CL018,DG,,------,2006-12-08 13:47:01,0.6
1443,Main10861,47.58409,7.593710000000001,4656,4.0,-222.5,302.0,233.7,9.8,2.8,146.6,-16.4,4.3,294.1,-70.7,5.6,6,6,CL070,DG,,------,2006-12-08 13:50:39,0.6
1444,Main10862,47.58226,7.59611,4682,185.0,-425.6,328.0,58.2,-9.5,2.8,150.6,-14.0,5.6,295.1,-72.9,6.7,6,6,CL291,DG,,------,2006-12-08 13:50:58,1.1
1445,Main10871,47.58274,7.59593,4255,171.3,-372.3,-99.0,53.8,-5.0,15.6,311.7,-67.3,22.0,145.9,-22.1,39.5,67,54,CL310,DD,,------,2006-12-08 13:55:14,1.1
1446,Main10882,47.582440000000005,7.5955,4568,139.0,-405.7,214.0,236.4,9.2,2.6,142.0,25.3,5.7,344.9,62.9,6.2,5,5,CL300,DG,,------,2006-12-08 14:00:31,0.6
1447,Main10894,47.58822,7.59271,4099,-72.1,236.6,-255.0,53.5,-7.7,2.7,325.5,14.5,3.8,296.4,-73.5,6.0,6,6,CL314,DG,,------,2006-12-08 14:06:12,0.8
1448,Main10921,47.58528,7.593369999999999,4775,-21.8,-90.2,421.0,50.1,-19.9,15.6,296.3,-48.1,21.3,154.9,-35.1,27.1,46,39,CL320,DD,,------,2006-12-08 14:17:45,0.8
1449,Main10949,47.58377,7.59399,4702,25.2,-258.0,348.0,60.3,-9.5,3.0,334.6,24.0,4.9,310.2,-64.0,6.1,6,6,CL212,DG,,------,2006-12-08 14:33:41,0.8
1450,Main10953,47.58405,7.594310000000001,4709,49.2,-226.9,355.0,56.7,-5.9,2.9,146.5,2.1,4.4,217.1,-83.7,5.0,6,6,CL154,DG,,------,2006-12-08 14:34:53,1.4
1451,Main10960,47.58279,7.59543,4772,133.7,-366.8,418.0,26.8,5.8,3.8,116.3,-5.5,6.7,343.0,-82.0,7.9,4,4,CL058a,DG,,------,2006-12-08 14:37:25,0.7
1452,Main10965,47.585159999999995,7.593610000000001,4719,-3.7,-103.5,365.0,49.0,-1.5,3.0,139.0,-0.1,4.2,231.9,-88.5,5.2,6,6,CL047,DG,,------,2006-12-08 14:40:53,0.9
1453,Main10968,47.58521,7.59359,4728,-5.2,-98.0,374.0,52.9,-3.6,3.0,322.3,-10.7,4.4,161.4,-78.7,5.2,6,6,CL047,DG,,------,2006-12-08 14:41:07,0.7
1454,Main10998,47.583,7.59571,4259,154.7,-343.4,-95.0,67.5,-5.4,3.0,338.6,11.6,4.4,312.9,-77.2,5.7,6,6,CL227,DG,,------,2006-12-08 14:53:05,0.7
1455,Main11013,47.58866,7.5930800000000005,4128,-44.4,285.6,-226.0,56.0,-7.0,2.7,327.4,11.4,3.7,295.1,-76.6,5.6,6,6,CL129,DG,,------,2006-12-08 15:01:42,1.0
1456,Main11032,47.58702,7.59703,3951,253.1,103.8,-403.0,64.9,-10.0,2.8,330.3,-24.7,4.3,175.2,-63.1,5.9,6,6,CL144,DG,,------,2006-12-08 15:09:48,0.7
1457,Main11041,47.58325,7.59492,4707,95.2,-315.7,353.0,72.9,-23.5,18.1,284.5,-62.9,22.1,168.5,-12.6,48.9,86,55,CL228,DD,2.0,SED102,2006-12-08 15:13:11,2.1
1458,Main11051,47.58532,7.594519999999999,3819,64.7,-85.6,-535.0,230.6,4.5,2.6,141.1,-6.3,3.7,285.2,-82.2,5.3,6,6,CL110,DG,,------,2006-12-08 15:19:01,0.6
1459,Main11073,47.58527,7.594760000000001,4097,82.8,-91.1,-257.0,2.9,6.5,32.5,92.1,-7.6,42.4,313.2,-80.0,48.1,72,66,---,DD,1.8,SED103,2006-12-08 15:29:51,1.9
1460,Main11077,47.58425,7.59488,4094,92.0,-204.5,-260.0,59.1,-4.0,2.9,327.3,-24.1,5.7,157.9,-65.6,6.9,6,6,CL364,DG,,------,2006-12-08 15:30:31,0.9
1461,Main11086,47.58252,7.59555,4558,142.8,-396.8,204.0,49.2,-11.1,14.2,290.9,-67.5,23.1,143.1,-19.3,52.6,64,46,CL300,DD,,------,2006-12-08 15:33:25,1.3
1462,Main11101,47.589240000000004,7.591810000000001,4220,140.0,349.9,-134.0,59.1,-8.8,2.7,147.1,12.9,4.3,182.4,-74.3,5.7,6,6,CL340,DG,,------,2006-12-08 15:46:02,1.3
1463,Main11104,47.58834,7.59323,4132,-33.0,250.0,-222.0,47.4,-11.0,41.0,314.7,-13.4,45.4,175.4,-72.5,60.7,75,67,---,DD,2.7,SED105,2006-12-08 15:46:55,2.5
1464,Main11108,47.58871,7.592210000000001,3981,109.8,291.0,-373.0,49.9,-5.6,2.6,321.2,12.5,3.4,296.2,-76.3,5.2,6,6,CL296,DG,,------,2006-12-08 15:49:29,0.9
1465,Main11114,47.58364,7.5951699999999995,4178,114.0,-272.3,-176.0,49.2,-10.0,3.8,306.2,-51.8,6.9,146.7,-36.4,7.7,5,4,CL001b,DG,,------,2006-12-08 15:55:10,0.7
1466,Main11118,47.58849,7.59168,4438,149.6,266.4,84.0,60.6,-9.4,3.0,317.8,-53.1,5.6,157.3,-35.3,6.3,6,6,CL048,DG,,------,2006-12-08 16:00:16,0.7
1467,Main11121,47.583420000000004,7.59465,4789,74.9,-296.9,435.0,51.0,-1.7,3.0,321.9,27.5,4.6,317.8,-62.4,7.3,6,6,CL127,DG,,------,2006-12-08 16:02:20,0.7
1468,Main11126,47.58638,7.5932,4687,-34.8,32.0,333.0,10.1,35.5,21.5,55.9,-39.4,23.6,175.1,-30.7,49.4,54,42,CL344,DD,,------,2006-12-08 16:05:27,1.1
1469,Main11134,47.58325,7.5932699999999995,4691,-28.9,-316.0,337.0,45.9,17.9,55.4,292.0,51.5,78.0,327.9,-32.8,102.3,31,27,---,DD,1.7,SED106,2006-12-08 16:09:33,1.7
1470,Main11145,47.58705,7.597239999999999,3921,268.9,107.2,-433.0,42.0,-2.1,2.8,312.3,9.2,3.7,299.5,-80.5,6.9,5,5,CL305,DG,,------,2006-12-08 16:13:22,0.7
1471,Main11164,47.58558,7.59467,3924,75.9,-56.7,-430.0,53.3,9.0,14.2,143.3,-0.3,16.9,51.2,-81.0,22.6,86,81,CL342,DD,,------,2006-12-08 16:26:40,1.1
1472,Main13496,47.58376,7.594710000000001,4709,79.3,-259.0,355.0,58.7,-12.3,31.8,342.2,46.9,38.4,317.9,-40.4,48.4,74,70,---,DD,1.2,SED107,2006-12-08 16:29:25,1.6
1473,Main11177,47.58713,7.59277,4453,-67.3,115.4,99.0,53.3,-4.4,3.2,317.9,-50.1,6.2,146.9,-39.5,11.1,5,5,CL350,DG,,------,2006-12-08 16:36:33,0.7
1474,Main11196,47.583890000000004,7.5929199999999994,4691,-55.4,-244.9,337.0,68.4,-0.8,36.5,336.1,-71.5,51.2,158.7,-18.5,63.2,53,45,---,DD,3.4,SED108,2006-12-08 16:48:39,3.0
1475,Main11213,47.58338,7.59465,4802,74.9,-301.3,448.0,55.9,-2.5,3.1,327.3,29.1,4.8,321.4,-60.7,7.1,6,6,CL127,DG,,------,2006-12-08 16:57:15,0.7
1476,Main11216,47.5855,7.596189999999999,4013,190.3,-65.3,-341.0,59.7,-8.3,2.9,148.7,6.6,4.7,200.5,-79.4,8.6,6,6,CL055,DG,,------,2006-12-08 16:59:46,0.7
1477,Main11217,47.58905,7.592510000000001,3958,-87.3,328.8,-396.0,47.9,-5.9,2.6,319.4,14.6,3.4,296.6,-74.2,5.4,6,6,CL109,DG,,------,2006-12-08 17:00:15,0.7
1478,Main11218,47.5854,7.59455,3817,66.9,-76.7,-537.0,57.3,6.1,14.1,147.1,-2.5,16.2,35.0,-83.4,24.5,57,47,CL110,DD,,------,2006-12-08 17:01:00,1.4
1479,Main11225,47.582440000000005,7.59583,4401,163.9,-405.6,47.0,43.4,-1.2,2.8,313.8,20.8,4.5,310.3,-69.2,7.4,6,6,CL037,DG,,------,2006-12-08 17:04:07,0.8
1480,Main11242,47.584140000000005,7.593789999999999,4676,10.0,-216.9,322.0,56.4,-10.7,2.7,147.9,-7.8,4.6,273.1,-76.7,5.8,6,6,CL070,DG,,------,2006-12-08 17:16:00,0.7
1481,Main11245,47.58246,7.59547,4555,136.8,-403.5,201.0,59.1,-10.8,2.9,146.9,11.5,5.3,191.2,-74.1,6.6,6,6,CL300,DG,,------,2006-12-08 17:17:15,0.7
1482,Main11249,47.58267,7.5955,4793,139.0,-380.1,439.0,170.2,-8.8,5.6,77.5,-16.4,8.0,107.3,71.2,8.8,5,5,CL058a,DG,,------,2006-12-08 17:19:31,0.7
1483,Main11275,47.58703,7.59705,3938,254.6,104.9,-416.0,25.0,-42.7,19.8,97.5,18.1,24.9,170.5,-41.8,35.9,51,45,CL144,DD,,------,2006-12-08 17:36:26,1.1
1484,Main11280,47.588640000000005,7.5915300000000006,4439,161.0,283.1,85.0,61.5,-10.9,2.9,318.5,-49.4,5.7,160.3,-38.5,5.9,6,6,CL048,DG,,------,2006-12-08 17:39:50,0.6
1485,Main11290,47.58849,7.59235,4322,-99.2,266.5,-32.0,66.6,-7.9,3.1,320.4,-63.6,5.2,160.3,-25.0,9.3,5,5,CL204,DG,,------,2006-12-08 17:43:17,0.5
1486,Main11291,47.584790000000005,7.59363,4673,-2.1,-144.7,319.0,43.7,-1.1,3.3,313.9,11.8,4.6,308.5,-78.2,6.4,4,4,CL126,DG,,------,2006-12-08 17:43:35,0.7
1487,Main11295,47.587379999999996,7.59607,3846,180.8,143.7,-508.0,58.0,-5.1,2.9,326.6,-15.4,5.5,165.8,-73.7,7.3,6,6,CL159,DG,,------,2006-12-08 17:46:17,0.8
1488,Main11321,47.58595,7.59478,4837,84.1,-15.5,483.0,53.5,-32.2,23.0,283.3,-45.7,24.2,162.1,-26.8,30.7,35,40,CL317,DD,1.7,SED109,2006-12-08 18:04:12,1.9
1489,Main11329,47.58469,7.59652,4069,215.3,-155.4,-285.0,58.4,-10.9,4.0,148.7,-1.7,8.1,247.3,-79.0,10.6,5,5,CL099,DG,,------,2006-12-08 18:08:41,0.4
1490,Main11346,47.58254,7.595739999999999,4399,157.1,-394.5,45.0,47.2,-2.1,2.8,318.0,19.4,4.7,311.2,-70.5,6.5,6,6,CL037,DG,,------,2006-12-08 18:22:58,0.8
1491,Main11367,47.58413,7.5938,4666,10.8,-218.0,312.0,53.3,-7.7,2.9,326.2,20.1,4.4,303.4,-68.3,5.7,6,6,CL070,DG,,------,2006-12-08 18:39:49,0.8
1492,Main11372,47.58282,7.59535,4783,127.7,-363.5,429.0,16.4,1.6,4.0,286.1,11.8,6.2,294.0,-78.0,9.1,5,6,CL058a,DG,,------,2006-12-08 18:43:51,0.5
1493,Main11379,47.58238,7.59594,4662,172.2,-412.3,308.0,238.0,8.2,2.8,143.9,26.4,5.5,343.9,62.2,6.1,6,5,CL291,DG,,------,2006-12-08 18:49:35,0.8
1494,Main11385,47.58679,7.5925199999999995,4582,-86.1,77.5,228.0,58.9,-0.9,21.0,326.9,-65.3,23.3,149.3,-24.7,68.0,43,34,CL240,DD,,------,2006-12-08 18:54:03,0.8
1495,Main11398,47.58858,7.591660000000001,4461,151.2,276.4,107.0,54.1,2.4,16.3,325.4,-28.9,25.3,139.8,-61.0,38.0,39,39,CL048,DD,,------,2006-12-08 19:00:42,1.1
1496,Main11408,47.58721,7.5917,4550,147.9,124.1,196.0,66.8,-9.9,39.7,327.2,-43.4,47.6,166.8,-44.9,65.1,74,67,---,DD,1.4,SED110,2006-12-08 19:07:41,1.6
1497,Main11422,47.58242,7.595860000000001,4393,166.1,-407.9,39.0,50.4,-2.8,2.8,321.1,15.6,5.0,310.6,-74.1,6.9,6,6,CL037,DG,,------,2006-12-08 19:15:36,0.8
1498,Main11433,47.58269,7.595739999999999,4483,157.0,-377.9,129.0,44.4,-1.2,35.4,315.4,38.2,40.1,313.0,-51.8,45.7,45,45,---,DD,1.3,SED111,2006-12-08 19:25:12,1.4
1499,Main11434,47.584559999999996,7.593189999999999,4638,-35.2,-170.3,284.0,52.8,7.3,14.2,335.5,-60.0,27.4,138.7,-28.9,33.6,35,47,CL166,DD,,------,2006-12-08 19:25:32,0.8
1500,Main11436,47.58228,7.5960399999999995,4675,179.7,-423.4,321.0,32.4,18.0,18.7,174.5,-58.6,38.1,133.7,24.8,43.7,57,40,CL291,DD,2.3,SED112,2006-12-08 19:26:38,2.2
1501,Main11439,47.58852,7.59157,4425,157.9,269.8,71.0,56.3,-10.2,2.9,307.6,-60.7,5.8,151.6,-27.1,6.3,6,6,CL048,DG,,------,2006-12-08 19:28:04,0.6
1502,Main11441,47.58553,7.59443,3738,57.9,-62.3,-616.0,237.6,7.6,2.5,328.6,7.8,3.5,284.0,-79.1,5.7,6,6,CL122,DG,,------,2006-12-08 19:31:07,0.7
1503,Main11443,47.585190000000004,7.59341,4699,-18.8,-100.2,345.0,43.6,-2.5,3.0,133.8,-3.5,4.1,277.5,-85.7,5.2,5,6,CL047,DG,,------,2006-12-08 19:31:38,0.6
1504,Main11444,47.58631,7.594539999999999,3775,66.0,24.5,-579.0,51.3,-1.3,2.9,321.2,-6.4,4.2,152.5,-83.5,8.3,6,6,CL153,DG,,------,2006-12-08 19:32:14,0.6
1505,Main11445,47.585440000000006,7.59435,3979,51.9,-72.3,-375.0,48.6,-0.6,2.8,318.7,10.6,4.1,315.3,-79.4,6.2,6,6,CL072,DG,,------,2006-12-08 19:33:23,0.7
1506,Main11448,47.58473,7.59468,4675,76.9,-151.2,321.0,54.4,-9.0,3.0,145.9,-9.2,4.4,280.7,-77.1,5.2,6,6,CL069,DG,,------,2006-12-08 19:35:41,0.7
1507,Main11452,47.58453,7.59302,4738,-48.0,-173.7,384.0,37.3,-7.4,3.2,311.3,28.3,4.5,294.0,-60.6,5.2,6,6,CL215,DG,,------,2006-12-08 19:37:20,0.8
1508,Main11465,47.58737,7.59098,4480,202.1,141.8,126.0,238.5,9.7,2.8,330.1,9.3,4.1,283.2,-76.5,6.6,6,6,CL222,DG,,------,2006-12-08 19:48:51,0.7
1509,Main11480,47.58525,7.59232,4827,100.8,-93.7,473.0,51.2,-3.8,3.3,315.0,-58.3,6.3,143.6,-31.4,8.3,5,5,CL252,DG,,------,2006-12-08 20:00:12,0.5
1510,Main11485,47.58722,7.59162,4512,153.9,125.2,158.0,69.7,5.7,3.7,338.4,12.9,4.6,3.1,-75.8,8.0,6,6,CL241,DG,,------,2006-12-08 20:03:10,0.8
1511,Main11490,47.585570000000004,7.5960399999999995,4024,179.0,-57.6,-330.0,58.6,-9.4,2.8,147.4,7.0,4.7,201.3,-78.2,8.5,6,6,CL055,DG,,------,2006-12-08 20:05:59,0.8
1512,Main11503,47.58413,7.593789999999999,4756,10.0,-218.0,402.0,61.7,-2.5,2.9,326.0,-66.1,6.7,152.8,-23.7,7.8,5,5,CL173,DG,,------,2006-12-08 20:16:24,0.5
1513,Main11505,47.58713,7.59664,4005,223.8,116.0,-349.0,236.0,6.5,2.6,147.0,-9.2,3.7,291.1,-78.7,5.8,6,6,CL246,DG,,------,2006-12-08 20:16:45,0.7
1514,Main11507,47.583059999999996,7.59341,4868,-18.3,-337.1,514.0,64.0,2.0,36.4,342.4,-76.7,50.7,153.6,-13.2,66.9,48,42,---,DD,2.5,SED113,2006-12-08 20:19:39,2.5
1515,Main11511,47.582370000000004,7.595839999999999,4406,164.6,-413.4,52.0,56.3,-4.4,2.7,327.8,19.2,4.7,314.0,-70.3,6.8,6,6,CL037,DG,,------,2006-12-08 20:22:28,0.5
1516,Main11514,47.58467,7.59656,4075,218.3,-157.6,-279.0,58.4,-10.9,4.1,148.7,-1.7,8.1,247.6,-79.0,10.3,5,5,CL099,DG,,------,2006-12-08 20:23:47,0.6
1517,Main13497,47.587109999999996,7.59567,3814,150.8,113.6,-540.0,91.3,-23.6,45.1,25.8,-10.3,60.1,137.6,-64.0,75.9,35,23,---,DD,1.6,SED114,2006-12-08 20:23:55,1.8
1518,Main11520,47.58878,7.592339999999999,4253,100.1,298.8,-101.0,50.7,-5.8,2.7,321.9,11.6,3.6,294.7,-77.0,5.2,6,6,CL131,DG,,------,2006-12-08 20:25:47,1.0
1519,Main11522,47.58547,7.5967199999999995,3992,230.2,-68.6,-362.0,54.4,-5.5,27.4,327.9,32.8,40.9,316.0,-56.6,49.0,53,56,---,DD,1.2,SED115,2006-12-08 20:27:42,1.5
1520,Main11529,47.58452,7.5954,4024,131.1,-174.4,-330.0,41.5,-8.2,2.8,131.7,-1.1,4.2,229.0,-81.8,5.7,5,5,CL286,DG,,------,2006-12-08 20:31:49,0.8
1521,Main11534,47.58547,7.5954,3786,130.9,-68.8,-568.0,42.2,5.8,13.9,73.0,7.8,21.7,35.8,-80.3,26.5,42,34,CL278,DD,,------,2006-12-08 20:33:34,0.8
1522,Main11540,47.58548,7.5932699999999995,4654,-29.4,-68.0,300.0,65.4,-14.1,3.2,294.1,-69.2,5.9,159.3,-15.0,7.9,5,6,CL319,DG,,------,2006-12-08 20:44:09,0.7
1523,Main11542,47.58889,7.59266,3945,-76.0,311.1,-409.0,71.0,-5.5,3.1,339.4,-16.2,5.1,179.2,-72.8,6.0,6,6,CL345,DG,,------,2006-12-08 20:45:26,0.7
1524,Main11548,47.585370000000005,7.593489999999999,4708,-12.8,-80.2,354.0,52.2,-0.3,3.0,322.2,-4.1,4.7,146.8,-85.8,5.4,6,6,CL047,DG,,------,2006-12-08 20:51:31,0.6
1525,Main11552,47.585159999999995,7.59365,4717,-0.7,-103.5,363.0,51.3,-0.3,3.1,321.2,-6.0,4.5,144.1,-84.0,5.3,6,6,CL047,DG,,------,2006-12-08 20:52:39,0.6
1526,Main11554,47.58526,7.5935,4721,-12.0,-92.4,367.0,50.3,-4.0,2.9,139.8,7.5,4.4,168.2,-81.5,5.4,6,6,CL047,DG,,------,2006-12-08 20:53:05,0.7
1527,Main11560,47.58412,7.593260000000001,4783,-29.8,-219.2,429.0,44.0,0.8,3.0,313.7,22.7,5.0,315.9,-67.3,6.6,5,4,CL244,DG,,------,2006-12-08 20:59:06,0.5
1528,Main11569,47.58511,7.59634,4006,201.7,-108.7,-348.0,47.7,-1.0,2.7,317.8,5.2,3.9,307.2,-84.7,5.8,6,6,CL093,DG,,------,2006-12-08 21:05:03,0.7
1529,Main11592,47.58397,7.59542,4160,132.7,-235.6,-194.0,50.8,-7.7,2.7,141.3,-3.3,3.9,254.1,-81.6,4.9,6,6,CL068,DG,,------,2006-12-08 21:25:51,0.9
1530,Main11596,47.5855,7.5944199999999995,3745,57.1,-65.6,-609.0,56.9,-6.4,2.7,328.4,13.2,3.5,301.5,-75.3,6.1,6,6,CL122,DG,,------,2006-12-08 21:28:01,0.7
1531,Main11600,47.585809999999995,7.594460000000001,3755,60.1,-31.1,-599.0,203.2,4.0,3.0,113.9,-8.9,3.6,269.0,-80.2,8.1,3,4,CL111,DG,,------,2006-12-08 21:29:30,0.5
1532,Main11601,47.582440000000005,7.595789999999999,4420,160.9,-405.6,66.0,44.8,1.4,2.9,314.4,15.9,4.7,319.6,-74.0,6.8,5,5,CL037,DG,,------,2006-12-08 21:32:05,0.5
1533,Main11603,47.58572,7.5945,3892,63.1,-41.1,-462.0,69.8,3.9,13.7,342.9,-39.4,20.9,155.1,-50.3,34.0,76,70,CL303,DD,,------,2006-12-08 21:32:48,0.8
1534,Main11613,47.58512,7.59656,3980,218.2,-107.5,-374.0,51.3,-6.7,2.6,322.7,11.5,3.6,291.7,-76.6,5.8,6,6,CL363,DG,,------,2006-12-08 21:44:02,0.7
1535,Main11623,47.589079999999996,7.592389999999999,3965,-96.4,332.2,-389.0,230.2,9.0,2.7,142.5,-13.9,3.6,288.1,-73.4,5.3,6,6,CL109,DG,,------,2006-12-08 21:50:30,0.8
1536,Main11631,47.58413,7.59375,4759,7.0,-218.1,405.0,63.4,-4.5,3.0,321.8,-68.5,5.7,155.2,-20.9,8.2,6,6,CL173,DG,,------,2006-12-08 22:00:27,0.9
1537,Main11636,47.58548,7.59294,4642,-54.2,-68.1,288.0,43.8,-0.4,3.2,313.9,25.5,5.0,313.0,-64.5,5.7,5,5,CL056,DG,,------,2006-12-08 22:05:39,0.8
1538,Main11643,47.58931,7.591880000000001,4217,134.8,357.7,-137.0,53.1,-16.5,14.1,313.7,-29.0,20.8,168.9,-55.9,27.9,67,63,CL340,DD,1.0,SED116,2006-12-08 22:14:07,1.3
1539,Main11659,47.58518,7.596610000000001,3978,222.0,-100.9,-376.0,233.0,8.1,2.6,144.5,-10.5,3.8,286.1,-76.7,5.8,6,6,CL363,DG,,------,2006-12-08 22:26:01,0.9
1540,Main11660,47.583729999999996,7.594189999999999,4832,40.2,-262.5,478.0,51.7,-3.5,3.0,322.7,14.8,4.9,308.7,-74.7,6.8,6,6,CL018,DG,,------,2006-12-08 22:27:07,0.5
1541,Main11664,47.58554,7.59514,3924,111.3,-61.0,-430.0,21.3,-0.2,27.3,291.3,16.2,36.6,290.7,-73.8,46.3,60,61,---,DD,1.3,SED117,2006-12-08 22:28:56,1.4
1542,Main11669,47.58633,7.59455,3772,66.7,26.7,-582.0,54.4,-1.2,3.0,324.2,-8.1,4.4,153.0,-81.8,8.5,6,6,CL153,DG,,------,2006-12-08 22:31:40,0.7
1543,Main11689,47.58408,7.5944,4716,55.9,-223.5,362.0,58.0,-2.3,2.8,325.0,-52.1,6.2,149.7,-37.9,7.4,5,5,CL085,DG,,------,2006-12-08 22:50:57,0.5
1544,Main11690,47.58559,7.59462,3902,72.2,-55.6,-452.0,49.1,-1.6,2.9,319.4,9.9,3.7,310.0,-80.0,5.5,6,6,CL342,DG,,------,2006-12-08 22:51:51,0.8
1545,Main11691,47.58555,7.5944199999999995,3733,57.1,-60.0,-621.0,237.2,6.2,2.6,148.1,-7.8,3.5,289.1,-80.0,5.9,6,6,CL122,DG,,------,2006-12-08 22:54:05,0.6
1546,Main11698,47.58294,7.595460000000001,4750,135.9,-350.1,396.0,54.0,1.1,3.3,148.1,75.3,7.0,323.7,14.7,8.4,6,6,CL028,DG,,------,2006-12-08 23:04:29,0.6
1547,Main11703,47.58882,7.592219999999999,3969,109.1,303.2,-385.0,80.4,-2.3,15.4,351.1,16.4,18.4,342.8,-73.4,23.7,70,83,CL296,DD,1.4,SED118,2006-12-08 23:11:35,1.6
1548,Main11706,47.58862,7.59377,3947,7.6,281.2,-407.0,52.3,-2.3,2.8,321.8,-14.3,6.1,151.2,-75.5,8.6,5,4,CL327,DG,,------,2006-12-08 23:14:22,0.5
1549,Main11710,47.5855,7.59444,3750,58.6,-65.6,-604.0,239.5,7.6,2.6,150.6,-8.7,3.4,289.2,-78.4,6.0,6,6,CL122,DG,,------,2006-12-08 23:16:45,0.7
1550,Main11723,47.58405,7.596539999999999,4115,216.9,-226.5,-239.0,10.8,2.5,12.2,101.1,6.5,18.5,80.1,-83.1,19.4,55,60,CL164,DD,,------,2006-12-08 23:24:41,1.4
1551,Main11747,47.58251,7.595269999999999,4752,121.7,-398.0,398.0,38.8,-0.6,16.0,314.3,83.8,22.8,308.7,-6.1,27.6,54,40,CL234,DD,,------,2006-12-08 23:53:04,0.7
1552,Main11751,47.58739,7.5960600000000005,3844,180.1,144.8,-510.0,57.5,-4.2,2.9,326.7,-11.4,5.6,167.7,-77.9,8.2,5,5,CL159,DG,,------,2006-12-08 23:55:18,0.5
1553,Main11754,47.58528,7.593380000000001,4770,-21.1,-90.2,416.0,229.4,13.7,3.4,136.8,10.2,5.7,11.3,72.7,6.3,5,5,CL320,DG,,------,2006-12-08 23:58:26,0.7
1554,Main11760,47.5838,7.59417,4824,38.7,-254.7,470.0,47.8,-2.4,3.1,319.1,28.5,5.1,313.3,-61.3,6.8,6,6,CL018,DG,,------,2006-12-09 00:09:11,0.8
1555,Main13498,47.58798,7.59258,4375,-81.8,209.9,21.0,57.0,-4.3,17.7,330.4,38.4,33.3,321.6,-51.2,45.6,51,38,CL006a,DD,1.2,SED119,2006-12-09 00:09:29,1.4
1556,Main11768,47.58559,7.59607,4037,181.2,-55.4,-317.0,44.7,-14.1,4.1,310.8,-15.1,4.9,175.8,-69.1,8.2,5,5,CL055,DG,,------,2006-12-09 00:12:42,0.5
1557,Main11770,47.58528,7.59355,4725,-8.3,-90.2,371.0,46.3,-1.3,3.1,316.0,-13.0,4.4,142.1,-76.9,5.2,5,6,CL047,DG,,------,2006-12-09 00:14:28,0.7
1558,Main11771,47.58681,7.59248,4582,-89.1,79.8,228.0,58.7,-5.7,3.2,319.9,-56.7,6.7,152.3,-32.7,11.8,5,5,CL240,DG,,------,2006-12-09 00:15:01,0.7
1559,Main11774,47.58552,7.593160000000001,4662,-37.7,-63.6,308.0,245.6,17.7,3.3,294.2,-64.3,6.3,161.6,-18.1,7.9,5,6,CL319,DG,,------,2006-12-09 00:17:21,0.6
1560,Main11792,47.58894,7.592289999999999,4325,103.8,316.6,-29.0,66.9,0.7,16.6,337.6,-43.9,21.6,156.2,-46.1,31.4,50,41,CL204,DD,,------,2006-12-09 00:35:41,1.0
1561,Main11796,47.58483,7.59483,3883,88.1,-140.0,-471.0,39.3,2.0,2.8,308.8,14.4,3.9,317.0,-75.5,7.7,6,6,CL084,DG,,------,2006-12-09 00:37:56,0.5
1562,Main11803,47.58579,7.59479,3745,84.9,-33.3,-609.0,15.9,2.4,2.8,285.4,12.2,4.2,296.7,-77.6,6.8,4,4,CL271,DG,,------,2006-12-09 00:48:21,0.5
1563,Main11808,47.58245,7.595289999999999,4757,123.2,-404.6,403.0,40.9,-3.1,3.6,313.7,41.7,5.2,307.4,-48.1,7.1,6,6,CL234,DG,,------,2006-12-09 00:53:01,0.5
1564,Main11809,47.58467,7.596539999999999,4061,216.8,-157.6,-293.0,49.8,-3.6,4.4,316.6,-41.7,10.0,143.8,-48.1,12.9,4,4,CL099,DG,,------,2006-12-09 00:55:03,0.4
1565,Main11813,47.58425,7.595,4152,101.0,-204.5,-202.0,39.2,-4.9,3.3,311.8,27.4,4.9,299.8,-62.1,8.7,5,5,CL211,DG,,------,2006-12-09 00:59:13,0.3
1566,Main11814,47.58781,7.59215,4393,114.1,190.9,39.0,38.0,5.0,3.1,307.4,7.0,4.3,343.3,-81.4,7.4,4,5,CL354,DG,,------,2006-12-09 00:59:42,0.6
1567,Main11815,47.58739,7.5961,3847,183.1,144.8,-507.0,31.8,-25.6,24.2,70.4,-17.4,33.1,190.9,-58.3,35.8,36,33,CL159,DD,,------,2006-12-09 01:00:02,0.8
1568,Main11818,47.58685,7.59693,3905,245.7,84.9,-449.0,40.1,-5.0,2.8,311.1,11.2,3.5,286.5,-77.8,7.1,6,6,CL192,DG,,------,2006-12-09 01:01:42,0.7
1569,Main11819,47.584759999999996,7.59466,4667,75.3,-147.9,313.0,55.2,-9.3,2.9,147.2,-12.3,4.4,289.1,-74.5,5.4,6,6,CL069,DG,,------,2006-12-09 01:02:19,0.8
1570,Main11820,47.58333,7.594760000000001,4772,83.2,-306.9,418.0,50.8,-0.6,3.2,321.2,31.5,4.6,319.9,-58.5,7.7,6,6,CL127,DG,,------,2006-12-09 01:02:58,0.6
1571,Main11821,47.58592,7.59656,3958,218.0,-18.6,-396.0,32.2,-1.8,3.7,301.5,-23.5,5.2,126.3,-66.4,8.3,5,6,CL098,DG,,------,2006-12-09 01:03:42,0.5
